#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0030              0.4500              5.6549              0.0050             13.6144
              0.0030              0.4750              5.6549              0.0050             13.4269
              0.0030              0.5000              5.6549              0.0050             13.5484
              0.0030              0.5250              5.6549              0.0050             13.7459
              0.0030              0.5500              5.6549              0.0050             14.1775
              0.0030              0.5750              5.6549              0.0050             15.3815
              0.0030              0.6000              5.6549              0.0050             18.2369
              0.0030              0.6250              5.6549              0.0050             23.9012
              0.0030              0.6500              5.6549              0.0050             33.7297
              0.0030              0.6750              5.6549              0.0050             49.1886
              0.0030              0.7000              5.6549              0.0050             71.7639
              0.0030              0.7250              5.6549              0.0050            102.8807
              0.0030              0.7500              5.6549              0.0050            143.8314
              0.0030              0.7750              5.6549              0.0050            195.7250
              0.0030              0.3000              5.6549              0.0100             75.8205
              0.0030              0.3250              5.6549              0.0100             51.0717
              0.0030              0.3500              5.6549              0.0100             33.8984
              0.0030              0.3750              5.6549              0.0100             22.8405
              0.0030              0.4000              5.6549              0.0100             16.4323
              0.0030              0.4250              5.6549              0.0100             13.2820
              0.0030              0.4500              5.6549              0.0100             12.1601
              0.0030              0.4750              5.6549              0.0100             12.0821
              0.0030              0.5000              5.6549              0.0100             12.3754
              0.0030              0.5250              5.6549              0.0100             12.7280
              0.0030              0.5500              5.6549              0.0100             13.2112
              0.0030              0.5750              5.6549              0.0100             14.2732
              0.0030              0.6000              5.6549              0.0100             16.7063
              0.0030              0.6250              5.6549              0.0100             21.5896
              0.0030              0.6500              5.6549              0.0100             30.2135
              0.0030              0.6750              5.6549              0.0100             43.9960
              0.0030              0.7000              5.6549              0.0100             64.3937
              0.0030              0.7250              5.6549              0.0100             92.8217
              0.0030              0.7500              5.6549              0.0100            130.5808
              0.0030              0.7750              5.6549              0.0100            178.8040
              0.0030              0.3000              5.6549              0.0150             77.8691
              0.0030              0.3250              5.6549              0.0150             52.2457
              0.0030              0.3500              5.6549              0.0150             34.3671
              0.0030              0.3750              5.6549              0.0150             22.7846
              0.0030              0.4000              5.6549              0.0150             16.0325
              0.0030              0.4250              5.6549              0.0150             12.7086
              0.0030              0.4500              5.6549              0.0150             11.5596
              0.0030              0.4750              5.6549              0.0150             11.5649
              0.0030              0.5000              5.6549              0.0150             12.0027
              0.0030              0.5250              5.6549              0.0150             12.5020
              0.0030              0.5500              5.6549              0.0150             13.0676
              0.0030              0.5750              5.6549              0.0150             14.0783
              0.0030              0.6000              5.6549              0.0150             16.2583
              0.0030              0.6250              5.6549              0.0150             20.6235
              0.0030              0.6500              5.6549              0.0150             28.4121
              0.0030              0.6750              5.6549              0.0150             41.0015
              0.0030              0.7000              5.6549              0.0150             59.8223
              0.0030              0.7250              5.6549              0.0150             86.2785
              0.0030              0.7500              5.6549              0.0150            121.6761
              0.0030              0.7750              5.6549              0.0150            167.1544
              0.0030              0.3000              5.6549              0.0200             80.1418
              0.0030              0.3250              5.6549              0.0200             53.7630
              0.0030              0.3500              5.6549              0.0200             35.2629
              0.0030              0.3750              5.6549              0.0200             23.2023
              0.0030              0.4000              5.6549              0.0200             16.1173
              0.0030              0.4250              5.6549              0.0200             12.5985
              0.0030              0.4500              5.6549              0.0200             11.3769
              0.0030              0.4750              5.6549              0.0200             11.4029
              0.0030              0.5000              5.6549              0.0200             11.9172
              0.0030              0.5250              5.6549              0.0200             12.5019
              0.0030              0.5500              5.6549              0.0200             13.1085
              0.0030              0.5750              5.6549              0.0200             14.0592
              0.0030              0.6000              5.6549              0.0200             16.0223
              0.0030              0.6250              5.6549              0.0200             19.9618
              0.0030              0.6500              5.6549              0.0200             27.0715
              0.0030              0.6750              5.6549              0.0200             38.6941
              0.0030              0.7000              5.6549              0.0200             56.2369
              0.0030              0.7250              5.6549              0.0200             81.0934
              0.0030              0.7500              5.6549              0.0200            114.5705
              0.0030              0.7750              5.6549              0.0200            157.8190
              0.0030              0.3000              5.6549              0.0250             82.5827
              0.0030              0.3250              5.6549              0.0250             55.5234
              0.0030              0.3500              5.6549              0.0250             36.4516
              0.0030              0.3750              5.6549              0.0250             23.9375
              0.0030              0.4000              5.6549              0.0250             16.5205
              0.0030              0.4250              5.6549              0.0250             12.7872
              0.0030              0.4500              5.6549              0.0250             11.4560
              0.0030              0.4750              5.6549              0.0250             11.4554
              0.0030              0.5000              5.6549              0.0250             11.9951
              0.0030              0.5250              5.6549              0.0250             12.6185
              0.0030              0.5500              5.6549              0.0250             13.2324
              0.0030              0.5750              5.6549              0.0250             14.1114
              0.0030              0.6000              5.6549              0.0250             15.8758
              0.0030              0.6250              5.6549              0.0250             19.4449
              0.0030              0.6500              5.6549              0.0250             25.9734
              0.0030              0.6750              5.6549              0.0250             36.7734
              0.0030              0.7000              5.6549              0.0250             53.2312
              0.0030              0.7250              5.6549              0.0250             76.7295
              0.0030              0.7500              5.6549              0.0250            108.5751
              0.0030              0.7750              5.6549              0.0250            149.9274
              0.0030              0.3000              5.6549              0.0300             85.1527
              0.0030              0.3250              5.6549              0.0300             57.4598
              0.0030              0.3500              5.6549              0.0300             37.8463
              0.0030              0.3750              5.6549              0.0300             24.8917
              0.0030              0.4000              5.6549              0.0300             17.1399
              0.0030              0.4250              5.6549              0.0300             13.1754
              0.0030              0.4500              5.6549              0.0300             11.7071
              0.0030              0.4750              5.6549              0.0300             11.6455
              0.0030              0.5000              5.6549              0.0300             12.1746
              0.0030              0.5250              5.6549              0.0300             12.8045
              0.0030              0.5500              5.6549              0.0300             13.4034
              0.0030              0.5750              5.6549              0.0300             14.2043
              0.0030              0.6000              5.6549              0.0300             15.7853
              0.0030              0.6250              5.6549              0.0300             19.0256
              0.0030              0.6500              5.6549              0.0300             25.0451
              0.0030              0.6750              5.6549              0.0300             35.1272
              0.0030              0.7000              5.6549              0.0300             50.6397
              0.0030              0.7250              5.6549              0.0300             72.9540
              0.0030              0.7500              5.6549              0.0300            103.3718
              0.0030              0.7750              5.6549              0.0300            143.0708
              0.0030              0.3000              5.6549              0.0350             87.8245
              0.0030              0.3250              5.6549              0.0350             59.5271
              0.0030              0.3500              5.6549              0.0350             39.3882
              0.0030              0.3750              5.6549              0.0350             25.9981
              0.0030              0.4000              5.6549              0.0350             17.9056
              0.0030              0.4250              5.6549              0.0350             13.6946
              0.0030              0.4500              5.6549              0.0350             12.0665
              0.0030              0.4750              5.6549              0.0350             11.9172
              0.0030              0.5000              5.6549              0.0350             12.4082
              0.0030              0.5250              5.6549              0.0350             13.0208
              0.0030              0.5500              5.6549              0.0350             13.5891
              0.0030              0.5750              5.6549              0.0350             14.3089
              0.0030              0.6000              5.6549              0.0350             15.7194
              0.0030              0.6250              5.6549              0.0350             18.6646
              0.0030              0.6500              5.6549              0.0350             24.2316
              0.0030              0.6750              5.6549              0.0350             33.6777
              0.0030              0.7000              5.6549              0.0350             48.3520
              0.0030              0.7250              5.6549              0.0350             69.6174
              0.0030              0.7500              5.6549              0.0350             98.7676
              0.0030              0.7750              5.6549              0.0350            136.9975
              0.0030              0.3000              5.6549              0.0400             90.5790
              0.0030              0.3250              5.6549              0.0400             61.6931
              0.0030              0.3500              5.6549              0.0400             41.0372
              0.0030              0.3750              5.6549              0.0400             27.2113
              0.0030              0.4000              5.6549              0.0400             18.7700
              0.0030              0.4250              5.6549              0.0400             14.2976
              0.0030              0.4500              5.6549              0.0400             12.4901
              0.0030              0.4750              5.6549              0.0400             12.2308
              0.0030              0.5000              5.6549              0.0400             12.6616
              0.0030              0.5250              5.6549              0.0400             13.2383
              0.0030              0.5500              5.6549              0.0400             13.7642
              0.0030              0.5750              5.6549              0.0400             14.4012
              0.0030              0.6000              5.6549              0.0400             15.6538
              0.0030              0.6250              5.6549              0.0400             18.3321
              0.0030              0.6500              5.6549              0.0400             23.4934
              0.0030              0.6750              5.6549              0.0400             32.3702
              0.0030              0.7000              5.6549              0.0400             46.2937
              0.0030              0.7250              5.6549              0.0400             66.6163
              0.0030              0.7500              5.6549              0.0400             94.6285
              0.0030              0.7750              5.6549              0.0400            131.5310
              0.0030              0.3000              5.6549              0.0450             93.4030
              0.0030              0.3250              5.6549              0.0450             63.9367
              0.0030              0.3500              5.6549              0.0450             42.7661
              0.0030              0.3750              5.6549              0.0450             28.5006
              0.0030              0.4000              5.6549              0.0450             19.7008
              0.0030              0.4250              5.6549              0.0450             14.9534
              0.0030              0.4500              5.6549              0.0450             12.9492
              0.0030              0.4750              5.6549              0.0450             12.5611
              0.0030              0.5000              5.6549              0.0450             12.9139
              0.0030              0.5250              5.6549              0.0450             13.4401
              0.0030              0.5500              5.6549              0.0450             13.9152
              0.0030              0.5750              5.6549              0.0450             14.4700
              0.0030              0.6000              5.6549              0.0450             15.5764
              0.0030              0.6250              5.6549              0.0450             18.0135
              0.0030              0.6500              5.6549              0.0450             22.8100
              0.0030              0.6750              5.6549              0.0450             31.1748
              0.0030              0.7000              5.6549              0.0450             44.4218
              0.0030              0.7250              5.6549              0.0450             63.8928
              0.0030              0.7500              5.6549              0.0450             90.8745
              0.0030              0.7750              5.6549              0.0450            126.5718
              0.0030              0.3000              5.6549              0.0500             96.2872
              0.0030              0.3250              5.6549              0.0500             66.2432
              0.0030              0.3500              5.6549              0.0500             44.5563
              0.0030              0.3750              5.6549              0.0500             29.8456
              0.0030              0.4000              5.6549              0.0500             20.6781
              0.0030              0.4250              5.6549              0.0500             15.6428
              0.0030              0.4500              5.6549              0.0500             13.4272
              0.0030              0.4750              5.6549              0.0500             12.8949
              0.0030              0.5000              5.6549              0.0500             13.1555
              0.0030              0.5250              5.6549              0.0500             13.6205
              0.0030              0.5500              5.6549              0.0500             14.0397
              0.0030              0.5750              5.6549              0.0500             14.5148
              0.0030              0.6000              5.6549              0.0500             15.4877
              0.0030              0.6250              5.6549              0.0500             17.7076
              0.0030              0.6500              5.6549              0.0500             22.1762
              0.0030              0.6750              5.6549              0.0500             30.0802
              0.0030              0.7000              5.6549              0.0500             42.7159
              0.0030              0.7250              5.6549              0.0500             61.4147
              0.0030              0.7500              5.6549              0.0500             87.4638
              0.0030              0.7750              5.6549              0.0500            122.0565
              0.0030              0.3000              5.6549              0.0550             99.2252
              0.0030              0.3250              5.6549              0.0550             68.6021
              0.0030              0.3500              5.6549              0.0550             46.3952
              0.0030              0.3750              5.6549              0.0550             31.2329
              0.0030              0.4000              5.6549              0.0550             21.6888
              0.0030              0.4250              5.6549              0.0550             16.3547
              0.0030              0.4500              5.6549              0.0550             13.9156
              0.0030              0.4750              5.6549              0.0550             13.2272
              0.0030              0.5000              5.6549              0.0550             13.3853
              0.0030              0.5250              5.6549              0.0550             13.7819
              0.0030              0.5500              5.6549              0.0550             14.1433
              0.0030              0.5750              5.6549              0.0550             14.5432
              0.0030              0.6000              5.6549              0.0550             15.3959
              0.0030              0.6250              5.6549              0.0550             17.4220
              0.0030              0.6500              5.6549              0.0550             21.5972
              0.0030              0.6750              5.6549              0.0550             29.0864
              0.0030              0.7000              5.6549              0.0550             41.1689
              0.0030              0.7250              5.6549              0.0550             59.1614
              0.0030              0.7500              5.6549              0.0550             84.3582
              0.0030              0.7750              5.6549              0.0550            117.9426
              0.0030              0.3000              5.6549              0.0600            102.2112
              0.0030              0.3250              5.6549              0.0600             71.0061
              0.0030              0.3500              5.6549              0.0600             48.2743
              0.0030              0.3750              5.6549              0.0600             32.6539
              0.0030              0.4000              5.6549              0.0600             22.7253
              0.0030              0.4250              5.6549              0.0600             17.0834
              0.0030              0.4500              5.6549              0.0600             14.4115
              0.0030              0.4750              5.6549              0.0600             13.5581
              0.0030              0.5000              5.6549              0.0600             13.6065
              0.0030              0.5250              5.6549              0.0600             13.9307
              0.0030              0.5500              5.6549              0.0600             14.2346
              0.0030              0.5750              5.6549              0.0600             14.5663
              0.0030              0.6000              5.6549              0.0600             15.3128
              0.0030              0.6250              5.6549              0.0600             17.1677
              0.0030              0.6500              5.6549              0.0600             21.0814
              0.0030              0.6750              5.6549              0.0600             28.1974
              0.0030              0.7000              5.6549              0.0600             39.7800
              0.0030              0.7250              5.6549              0.0600             57.1294
              0.0030              0.7500              5.6549              0.0600             81.5406
              0.0030              0.7750              5.6549              0.0600            114.1956
              0.0030              0.3000              5.6549              0.0650            105.2417
              0.0030              0.3250              5.6549              0.0650             73.4497
              0.0030              0.3500              5.6549              0.0650             50.1878
              0.0030              0.3750              5.6549              0.0650             34.1032
              0.0030              0.4000              5.6549              0.0650             23.7835
              0.0030              0.4250              5.6549              0.0650             17.8267
              0.0030              0.4500              5.6549              0.0650             14.9148
              0.0030              0.4750              5.6549              0.0650             13.8904
              0.0030              0.5000              5.6549              0.0650             13.8246
              0.0030              0.5250              5.6549              0.0650             14.0751
              0.0030              0.5500              5.6549              0.0650             14.3241
              0.0030              0.5750              5.6549              0.0650             14.5954
              0.0030              0.6000              5.6549              0.0650             15.2498
              0.0030              0.6250              5.6549              0.0650             16.9547
              0.0030              0.6500              5.6549              0.0650             20.6358
              0.0030              0.6750              5.6549              0.0650             27.4157
              0.0030              0.7000              5.6549              0.0650             38.5418
              0.0030              0.7250              5.6549              0.0650             55.3027
              0.0030              0.7500              5.6549              0.0650             78.9886
              0.0030              0.7750              5.6549              0.0650            110.7810
              0.0030              0.3000              5.6549              0.0700            108.3138
              0.0030              0.3250              5.6549              0.0700             75.9293
              0.0030              0.3500              5.6549              0.0700             52.1317
              0.0030              0.3750              5.6549              0.0700             35.5772
              0.0030              0.4000              5.6549              0.0700             24.8610
              0.0030              0.4250              5.6549              0.0700             18.5838
              0.0030              0.4500              5.6549              0.0700             15.4271
              0.0030              0.4750              5.6549              0.0700             14.2275
              0.0030              0.5000              5.6549              0.0700             14.0455
              0.0030              0.5250              5.6549              0.0700             14.2225
              0.0030              0.5500              5.6549              0.0700             14.4206
              0.0030              0.5750              5.6549              0.0700             14.6399
              0.0030              0.6000              5.6549              0.0700             15.2157
              0.0030              0.6250              5.6549              0.0700             16.7899
              0.0030              0.6500              5.6549              0.0700             20.2641
              0.0030              0.6750              5.6549              0.0700             26.7399
              0.0030              0.7000              5.6549              0.0700             37.4481
              0.0030              0.7250              5.6549              0.0700             53.6650
              0.0030              0.7500              5.6549              0.0700             76.6763
              0.0030              0.7750              5.6549              0.0700            107.6609
              0.0030              0.3000              5.6549              0.0750            111.4250
              0.0030              0.3250              5.6549              0.0750             78.4421
              0.0030              0.3500              5.6549              0.0750             54.1036
              0.0030              0.3750              5.6549              0.0750             37.0746
              0.0030              0.4000              5.6549              0.0750             25.9571
              0.0030              0.4250              5.6549              0.0750             19.3554
              0.0030              0.4500              5.6549              0.0750             15.9504
              0.0030              0.4750              5.6549              0.0750             14.5733
              0.0030              0.5000              5.6549              0.0750             14.2743
              0.0030              0.5250              5.6549              0.0750             14.3793
              0.0030              0.5500              5.6549              0.0750             14.5309
              0.0030              0.5750              5.6549              0.0750             14.7063
              0.0030              0.6000              5.6549              0.0750             15.2158
              0.0030              0.6250              5.6549              0.0750             16.6764
              0.0030              0.6500              5.6549              0.0750             19.9656
              0.0030              0.6750              5.6549              0.0750             26.1642
              0.0030              0.7000              5.6549              0.0750             36.4863
              0.0030              0.7250              5.6549              0.0750             52.1959
              0.0030              0.7500              5.6549              0.0750             74.5728
              0.0030              0.7750              5.6549              0.0750            104.7945
              0.0031              0.3000              5.6549              0.0000             74.3905
              0.0031              0.3250              5.6549              0.0000             52.5740
              0.0031              0.3500              5.6549              0.0000             37.8293
              0.0031              0.3750              5.6549              0.0000             28.6676
              0.0031              0.4000              5.6549              0.0000             23.6237
              0.0031              0.4250              5.6549              0.0000             21.3466
              0.0031              0.4500              5.6549              0.0000             20.6893
              0.0031              0.4750              5.6549              0.0000             20.7925
              0.0031              0.5000              5.6549              0.0000             21.1476
              0.0031              0.5250              5.6549              0.0000             21.6376
              0.0031              0.5500              5.6549              0.0000             22.5476
              0.0031              0.5750              5.6549              0.0000             24.5454
              0.0031              0.6000              5.6549              0.0000             28.6332
              0.0031              0.6250              5.6549              0.0000             36.0769
              0.0031              0.6500              5.6549              0.0000             48.3184
              0.0031              0.6750              5.6549              0.0000             66.8845
              0.0031              0.7000              5.6549              0.0000             93.2938
              0.0031              0.7250              5.6549              0.0000            128.9739
              0.0031              0.7500              5.6549              0.0000            175.1960
              0.0031              0.7750              5.6549              0.0000            233.0237
              0.0031              0.3000              5.6549              0.0050             76.3537
              0.0031              0.3250              5.6549              0.0050             52.8785
              0.0031              0.3500              5.6549              0.0050             36.7420
              0.0031              0.3750              5.6549              0.0050             26.4705
              0.0031              0.4000              5.6549              0.0050             20.5968
              0.0031              0.4250              5.6549              0.0050             17.7423
              0.0031              0.4500              5.6549              0.0050             16.7088
              0.0031              0.4750              5.6549              0.0050             16.5599
              0.0031              0.5000              5.6549              0.0050             16.6886
              0.0031              0.5250              5.6549              0.0050             16.8632
              0.0031              0.5500              5.6549              0.0050             17.2443
              0.0031              0.5750              5.6549              0.0050             18.3743
              0.0031              0.6000              5.6549              0.0050             21.1372
              0.0031              0.6250              5.6549              0.0050             26.6958
              0.0031              0.6500              5.6549              0.0050             36.4115
              0.0031              0.6750              5.6549              0.0050             51.7546
              0.0031              0.7000              5.6549              0.0050             74.2157
              0.0031              0.7250              5.6549              0.0050            105.2216
              0.0031              0.7500              5.6549              0.0050            146.0670
              0.0031              0.7750              5.6549              0.0050            197.8600
              0.0031              0.3000              5.6549              0.0100             77.9606
              0.0031              0.3250              5.6549              0.0100             53.4211
              0.0031              0.3500              5.6549              0.0100             36.4364
              0.0031              0.3750              5.6549              0.0100             25.5451
              0.0031              0.4000              5.6549              0.0100             19.2772
              0.0031              0.4250              5.6549              0.0100             16.2371
              0.0031              0.4500              5.6549              0.0100             15.1932
              0.0031              0.4750              5.6549              0.0100             15.1589
              0.0031              0.5000              5.6549              0.0100             15.4617
              0.0031              0.5250              5.6549              0.0100             15.7916
              0.0031              0.5500              5.6549              0.0100             16.2233
              0.0031              0.5750              5.6549              0.0100             17.2099
              0.0031              0.6000              5.6549              0.0100             19.5497
              0.0031              0.6250              5.6549              0.0100             24.3283
              0.0031              0.6500              5.6549              0.0100             32.8422
              0.0031              0.6750              5.6549              0.0100             46.5153
              0.0031              0.7000              5.6549              0.0100             66.8093
              0.0031              0.7250              5.6549              0.0100             95.1415
              0.0031              0.7500              5.6549              0.0100            132.8150
              0.0031              0.7750              5.6549              0.0100            180.9625
              0.0031              0.3000              5.6549              0.0150             79.8677
              0.0031              0.3250              5.6549              0.0150             54.4711
              0.0031              0.3500              5.6549              0.0150             36.7988
              0.0031              0.3750              5.6549              0.0150             25.3985
              0.0031              0.4000              5.6549              0.0150             18.8001
              0.0031              0.4250              5.6549              0.0150             15.5974
              0.0031              0.4500              5.6549              0.0150             14.5354
              0.0031              0.4750              5.6549              0.0150             14.5911
              0.0031              0.5000              5.6549              0.0150             15.0432
              0.0031              0.5250              5.6549              0.0150             15.5229
              0.0031              0.5500              5.6549              0.0150             16.0387
              0.0031              0.5750              5.6549              0.0150             16.9746
              0.0031              0.6000              5.6549              0.0150             19.0610
              0.0031              0.6250              5.6549              0.0150             23.3217
              0.0031              0.6500              5.6549              0.0150             31.0008
              0.0031              0.6750              5.6549              0.0150             43.4822
              0.0031              0.7000              5.6549              0.0150             62.2019
              0.0031              0.7250              5.6549              0.0150             88.5672
              0.0031              0.7500              5.6549              0.0150            123.8843
              0.0031              0.7750              5.6549              0.0150            169.3026
              0.0031              0.3000              5.6549              0.0200             82.0093
              0.0031              0.3250              5.6549              0.0200             55.8709
              0.0031              0.3500              5.6549              0.0200             37.5898
              0.0031              0.3750              5.6549              0.0200             25.7228
              0.0031              0.4000              5.6549              0.0200             18.8020
              0.0031              0.4250              5.6549              0.0200             15.4139
              0.0031              0.4500              5.6549              0.0200             14.2870
              0.0031              0.4750              5.6549              0.0200             14.3703
              0.0031              0.5000              5.6549              0.0200             14.9046
              0.0031              0.5250              5.6549              0.0200             15.4740
              0.0031              0.5500              5.6549              0.0200             16.0338
              0.0031              0.5750              5.6549              0.0200             16.9117
              0.0031              0.6000              5.6549              0.0200             18.7825
              0.0031              0.6250              5.6549              0.0200             22.6178
              0.0031              0.6500              5.6549              0.0200             29.6180
              0.0031              0.6750              5.6549              0.0200             41.1323
              0.0031              0.7000              5.6549              0.0200             58.5741
              0.0031              0.7250              5.6549              0.0200             83.3402
              0.0031              0.7500              5.6549              0.0200            116.7400
              0.0031              0.7750              5.6549              0.0200            159.9249
              0.0031              0.3000              5.6549              0.0250             84.3276
              0.0031              0.3250              5.6549              0.0250             57.5174
              0.0031              0.3500              5.6549              0.0250             38.6722
              0.0031              0.3750              5.6549              0.0250             26.3594
              0.0031              0.4000              5.6549              0.0250             19.1139
              0.0031              0.4250              5.6549              0.0250             15.5183
              0.0031              0.4500              5.6549              0.0250             14.2883
              0.0031              0.4750              5.6549              0.0250             14.3509
              0.0031              0.5000              5.6549              0.0250             14.9159
              0.0031              0.5250              5.6549              0.0250             15.5285
              0.0031              0.5500              5.6549              0.0250             16.0993
              0.0031              0.5750              5.6549              0.0250             16.9082
              0.0031              0.6000              5.6549              0.0250             18.5823
              0.0031              0.6250              5.6549              0.0250             22.0477
              0.0031              0.6500              5.6549              0.0250             28.4667
              0.0031              0.6750              5.6549              0.0250             39.1579
              0.0031              0.7000              5.6549              0.0250             55.5135
              0.0031              0.7250              5.6549              0.0250             78.9203
              0.0031              0.7500              5.6549              0.0250            110.6875
              0.0031              0.7750              5.6549              0.0250            151.9754
              0.0031              0.3000              5.6549              0.0300             86.7814
              0.0031              0.3250              5.6549              0.0300             59.3412
              0.0031              0.3500              5.6549              0.0300             39.9582
              0.0031              0.3750              5.6549              0.0300             27.2092
              0.0031              0.4000              5.6549              0.0300             19.6330
              0.0031              0.4250              5.6549              0.0300             15.8113
              0.0031              0.4500              5.6549              0.0300             14.4490
              0.0031              0.4750              5.6549              0.0300             14.4554
              0.0031              0.5000              5.6549              0.0300             15.0143
              0.0031              0.5250              5.6549              0.0300             15.6376
              0.0031              0.5500              5.6549              0.0300             16.1971
              0.0031              0.5750              5.6549              0.0300             16.9309
              0.0031              0.6000              5.6549              0.0300             18.4236
              0.0031              0.6250              5.6549              0.0300             21.5615
              0.0031              0.6500              5.6549              0.0300             27.4717
              0.0031              0.6750              5.6549              0.0300             37.4449
              0.0031              0.7000              5.6549              0.0300             52.8536
              0.0031              0.7250              5.6549              0.0300             75.0746
              0.0031              0.7500              5.6549              0.0300            105.4158
              0.0031              0.7750              5.6549              0.0300            145.0444
              0.0031              0.3000              5.6549              0.0350             89.3418
              0.0031              0.3250              5.6549              0.0350             61.2966
              0.0031              0.3500              5.6549              0.0350             41.3893
              0.0031              0.3750              5.6549              0.0350             28.2061
              0.0031              0.4000              5.6549              0.0350             20.2912
              0.0031              0.4250              5.6549              0.0350             16.2255
              0.0031              0.4500              5.6549              0.0350             14.7066
              0.0031              0.4750              5.6549              0.0350             14.6288
              0.0031              0.5000              5.6549              0.0350             15.1534
              0.0031              0.5250              5.6549              0.0350             15.7631
              0.0031              0.5500              5.6549              0.0350             16.2955
              0.0031              0.5750              5.6549              0.0350             16.9510
