#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0039              0.5875              6.1087              0.0220             40.8640
              0.0039              0.6000              6.1087              0.0220             41.8420
              0.0039              0.6125              6.1087              0.0220             43.3681
              0.0039              0.6250              6.1087              0.0220             45.6023
              0.0039              0.6375              6.1087              0.0220             48.7141
              0.0039              0.6500              6.1087              0.0220             52.8822
              0.0039              0.6625              6.1087              0.0220             58.2899
              0.0039              0.6750              6.1087              0.0220             65.1226
              0.0039              0.6875              6.1087              0.0220             73.5656
              0.0039              0.7000              6.1087              0.0220             83.8000
              0.0039              0.7125              6.1087              0.0220             96.0026
              0.0039              0.7250              6.1087              0.0220            110.3419
              0.0040              0.3000              6.1087              0.0220             97.7324
              0.0040              0.3125              6.1087              0.0220             85.2130
              0.0040              0.3250              6.1087              0.0220             74.7372
              0.0040              0.3375              6.1087              0.0220             66.1262
              0.0040              0.3500              6.1087              0.0220             59.1957
              0.0040              0.3625              6.1087              0.0220             53.7576
              0.0040              0.3750              6.1087              0.0220             49.6227
              0.0040              0.3875              6.1087              0.0220             46.6036
              0.0040              0.4000              6.1087              0.0220             44.5170
              0.0040              0.4125              6.1087              0.0220             43.1882
              0.0040              0.4250              6.1087              0.0220             42.4518
              0.0040              0.4375              6.1087              0.0220             42.1555
              0.0040              0.4500              6.1087              0.0220             42.1630
              0.0040              0.4625              6.1087              0.0220             42.3560
              0.0040              0.4750              6.1087              0.0220             42.6361
              0.0040              0.4875              6.1087              0.0220             42.9273
              0.0040              0.5000              6.1087              0.0220             43.1767
              0.0040              0.5125              6.1087              0.0220             43.3558
              0.0040              0.5250              6.1087              0.0220             43.4609
              0.0040              0.5375              6.1087              0.0220             43.5133
              0.0040              0.5500              6.1087              0.0220             43.5586
              0.0040              0.5625              6.1087              0.0220             43.6662
              0.0040              0.5750              6.1087              0.0220             43.9274
              0.0040              0.5875              6.1087              0.0220             44.4543
              0.0040              0.6000              6.1087              0.0220             45.3774
              0.0040              0.6125              6.1087              0.0220             46.8431
              0.0040              0.6250              6.1087              0.0220             49.0115
              0.0040              0.6375              6.1087              0.0220             52.0538
              0.0040              0.6500              6.1087              0.0220             56.1478
              0.0040              0.6625              6.1087              0.0220             61.4778
              0.0040              0.6750              6.1087              0.0220             68.2296
              0.0040              0.6875              6.1087              0.0220             76.5887
              0.0040              0.7000              6.1087              0.0220             86.7368
              0.0040              0.7125              6.1087              0.0220             98.8507
              0.0040              0.7250              6.1087              0.0220            113.0992
              0.0041              0.3000              6.1087              0.0220             99.7846
              0.0041              0.3125              6.1087              0.0220             87.3216
              0.0041              0.3250              6.1087              0.0220             76.9005
              0.0041              0.3375              6.1087              0.0220             68.3422
              0.0041              0.3500              6.1087              0.0220             61.4625
              0.0041              0.3625              6.1087              0.0220             56.0729
              0.0041              0.3750              6.1087              0.0220             51.9839
              0.0041              0.3875              6.1087              0.0220             49.0074
              0.0041              0.4000              6.1087              0.0220             46.9608
              0.0041              0.4125              6.1087              0.0220             45.6683
              0.0041              0.4250              6.1087              0.0220             44.9641
              0.0041              0.4375              6.1087              0.0220             44.6959
              0.0041              0.4500              6.1087              0.0220             44.7271
              0.0041              0.4625              6.1087              0.0220             44.9389
              0.0041              0.4750              6.1087              0.0220             45.2331
              0.0041              0.4875              6.1087              0.0220             45.5333
              0.0041              0.5000              6.1087              0.0220             45.7866
              0.0041              0.5125              6.1087              0.0220             45.9645
              0.0041              0.5250              6.1087              0.0220             46.0634
              0.0041              0.5375              6.1087              0.0220             46.1047
              0.0041              0.5500              6.1087              0.0220             46.1342
              0.0041              0.5625              6.1087              0.0220             46.2215
              0.0041              0.5750              6.1087              0.0220             46.4584
              0.0041              0.5875              6.1087              0.0220             46.9571
              0.0041              0.6000              6.1087              0.0220             47.8485
              0.0041              0.6125              6.1087              0.0220             49.2796
              0.0041              0.6250              6.1087              0.0220             51.4107
              0.0041              0.6375              6.1087              0.0220             54.4135
              0.0041              0.6500              6.1087              0.0220             58.4661
              0.0041              0.6625              6.1087              0.0220             63.7531
              0.0041              0.6750              6.1087              0.0220             70.4607
              0.0041              0.6875              6.1087              0.0220             78.7744
              0.0041              0.7000              6.1087              0.0220             88.8768
              0.0041              0.7125              6.1087              0.0220            100.9441
              0.0041              0.7250              6.1087              0.0220            115.1455
              0.0042              0.3000              6.1087              0.0220            102.1138
              0.0042              0.3125              6.1087              0.0220             89.7267
              0.0042              0.3250              6.1087              0.0220             79.3799
              0.0042              0.3375              6.1087              0.0220             70.8944
              0.0042              0.3500              6.1087              0.0220             64.0851
              0.0042              0.3625              6.1087              0.0220             58.7631
              0.0042              0.3750              6.1087              0.0220             54.7380
              0.0042              0.3875              6.1087              0.0220             51.8222
              0.0042              0.4000              6.1087              0.0220             49.8317
              0.0042              0.4125              6.1087              0.0220             48.5901
              0.0042              0.4250              6.1087              0.0220             47.9313
              0.0042              0.4375              6.1087              0.0220             47.7024
              0.0042              0.4500              6.1087              0.0220             47.7663
              0.0042              0.4625              6.1087              0.0220             48.0038
              0.0042              0.4750              6.1087              0.0220             48.3164
              0.0042              0.4875              6.1087              0.0220             48.6274
              0.0042              0.5000              6.1087              0.0220             48.8838
              0.0042              0.5125              6.1087              0.0220             49.0570
              0.0042              0.5250              6.1087              0.0220             49.1436
              0.0042              0.5375              6.1087              0.0220             49.1650
              0.0042              0.5500              6.1087              0.0220             49.1675
              0.0042              0.5625              6.1087              0.0220             49.2207
              0.0042              0.5750              6.1087              0.0220             49.4170
              0.0042              0.5875              6.1087              0.0220             49.8692
              0.0042              0.6000              6.1087              0.0220             50.7087
              0.0042              0.6125              6.1087              0.0220             52.0831
              0.0042              0.6250              6.1087              0.0220             54.1533
              0.0042              0.6375              6.1087              0.0220             57.0911
              0.0042              0.6500              6.1087              0.0220             61.0768
              0.0042              0.6625              6.1087              0.0220             66.2940
              0.0042              0.6750              6.1087              0.0220             72.9300
              0.0042              0.6875              6.1087              0.0220             81.1709
              0.0042              0.7000              6.1087              0.0220             91.1996
              0.0042              0.7125              6.1087              0.0220            103.1928
              0.0042              0.7250              6.1087              0.0220            117.3199
              0.0043              0.3000              6.1087              0.0220            105.1795
              0.0043              0.3125              6.1087              0.0220             92.8360
              0.0043              0.3250              6.1087              0.0220             82.5275
              0.0043              0.3375              6.1087              0.0220             74.0756
              0.0043              0.3500              6.1087              0.0220             67.2954
              0.0043              0.3625              6.1087              0.0220             61.9983
              0.0043              0.3750              6.1087              0.0220             57.9942
              0.0043              0.3875              6.1087              0.0220             55.0960
              0.0043              0.4000              6.1087              0.0220             53.1196
              0.0043              0.4125              6.1087              0.0220             51.8892
              0.0043              0.4250              6.1087              0.0220             51.2388
              0.0043              0.4375              6.1087              0.0220             51.0158
              0.0043              0.4500              6.1087              0.0220             51.0832
              0.0043              0.4625              6.1087              0.0220             51.3221
              0.0043              0.4750              6.1087              0.0220             51.6335
              0.0043              0.4875              6.1087              0.0220             51.9420
              0.0043              0.5000              6.1087              0.0220             52.1942
              0.0043              0.5125              6.1087              0.0220             52.3616
              0.0043              0.5250              6.1087              0.0220             52.4407
              0.0043              0.5375              6.1087              0.0220             52.4531
              0.0043              0.5500              6.1087              0.0220             52.4455
              0.0043              0.5625              6.1087              0.0220             52.4866
              0.0043              0.5750              6.1087              0.0220             52.6691
              0.0043              0.5875              6.1087              0.0220             53.1059
              0.0043              0.6000              6.1087              0.0220             53.9280
              0.0043              0.6125              6.1087              0.0220             55.2830
              0.0043              0.6250              6.1087              0.0220             57.3317
              0.0043              0.6375              6.1087              0.0220             60.2458
              0.0043              0.6500              6.1087              0.0220             64.2050
              0.0043              0.6625              6.1087              0.0220             69.3929
              0.0043              0.6750              6.1087              0.0220             75.9966
              0.0043              0.6875              6.1087              0.0220             84.2016
              0.0043              0.7000              6.1087              0.0220             94.1907
              0.0043              0.7125              6.1087              0.0220            106.1404
              0.0043              0.7250              6.1087              0.0220            120.2195
              0.0044              0.3000              6.1087              0.0220            107.5551
              0.0044              0.3125              6.1087              0.0220             95.2989
              0.0044              0.3250              6.1087              0.0220             85.0761
              0.0044              0.3375              6.1087              0.0220             76.7079
              0.0044              0.3500              6.1087              0.0220             70.0091
              0.0044              0.3625              6.1087              0.0220             64.7900
              0.0044              0.3750              6.1087              0.0220             60.8614
              0.0044              0.3875              6.1087              0.0220             58.0342
              0.0044              0.4000              6.1087              0.0220             56.1245
              0.0044              0.4125              6.1087              0.0220             54.9555
              0.0044              0.4250              6.1087              0.0220             54.3611
              0.0044              0.4375              6.1087              0.0220             54.1878
              0.0044              0.4500              6.1087              0.0220             54.2978
              0.0044              0.4625              6.1087              0.0220             54.5729
              0.0044              0.4750              6.1087              0.0220             54.9136
              0.0044              0.4875              6.1087              0.0220             55.2433
              0.0044              0.5000              6.1087              0.0220             55.5089
              0.0044              0.5125              6.1087              0.0220             55.6819
              0.0044              0.5250              6.1087              0.0220             55.7588
              0.0044              0.5375              6.1087              0.0220             55.7613
              0.0044              0.5500              6.1087              0.0220             55.7357
              0.0044              0.5625              6.1087              0.0220             55.7523
              0.0044              0.5750              6.1087              0.0220             55.9039
              0.0044              0.5875              6.1087              0.0220             56.3029
              0.0044              0.6000              6.1087              0.0220             57.0815
              0.0044              0.6125              6.1087              0.0220             58.3876
              0.0044              0.6250              6.1087              0.0220             60.3827
              0.0044              0.6375              6.1087              0.0220             63.2390
              0.0044              0.6500              6.1087              0.0220             67.1365
              0.0044              0.6625              6.1087              0.0220             72.2605
              0.0044              0.6750              6.1087              0.0220             78.7973
              0.0044              0.6875              6.1087              0.0220             86.9335
              0.0044              0.7000              6.1087              0.0220             96.8521
              0.0044              0.7125              6.1087              0.0220            108.7303
              0.0044              0.7250              6.1087              0.0220            122.7369
              0.0045              0.3000              6.1087              0.0220            110.2109
              0.0045              0.3125              6.1087              0.0220             98.0624
              0.0045              0.3250              6.1087              0.0220             87.9461
              0.0045              0.3375              6.1087              0.0220             79.6824
              0.0045              0.3500              6.1087              0.0220             73.0852
              0.0045              0.3625              6.1087              0.0220             67.9644
              0.0045              0.3750              6.1087              0.0220             64.1297
              0.0045              0.3875              6.1087              0.0220             61.3917
              0.0045              0.4000              6.1087              0.0220             59.5653
              0.0045              0.4125              6.1087              0.0220             58.4731
              0.0045              0.4250              6.1087              0.0220             57.9482
              0.0045              0.4375              6.1087              0.0220             57.8359
              0.0045              0.4500              6.1087              0.0220             57.9993
              0.0045              0.4625              6.1087              0.0220             58.3180
              0.0045              0.4750              6.1087              0.0220             58.6927
              0.0045              0.4875              6.1087              0.0220             59.0465
              0.0045              0.5000              6.1087              0.0220             59.3261
              0.0045              0.5125              6.1087              0.0220             59.5027
              0.0045              0.5250              6.1087              0.0220             59.5730
              0.0045              0.5375              6.1087              0.0220             59.5590
              0.0045              0.5500              6.1087              0.0220             59.5072
              0.0045              0.5625              6.1087              0.0220             59.4882
              0.0045              0.5750              6.1087              0.0220             59.5950
              0.0045              0.5875              6.1087              0.0220             59.9421
              0.0045              0.6000              6.1087              0.0220             60.6608
              0.0045              0.6125              6.1087              0.0220             61.9004
              0.0045              0.6250              6.1087              0.0220             63.8231
              0.0045              0.6375              6.1087              0.0220             66.6020
              0.0045              0.6500              6.1087              0.0220             70.4178
              0.0045              0.6625              6.1087              0.0220             75.4568
              0.0045              0.6750              6.1087              0.0220             81.9057
              0.0045              0.6875              6.1087              0.0220             89.9522
              0.0045              0.7000              6.1087              0.0220             99.7797
              0.0045              0.7125              6.1087              0.0220            111.5660
              0.0045              0.7250              6.1087              0.0220            125.4803
              0.0046              0.3000              6.1087              0.0220            112.2928
              0.0046              0.3125              6.1087              0.0220            100.2009
              0.0046              0.3250              6.1087              0.0220             90.1397
              0.0046              0.3375              6.1087              0.0220             81.9294
              0.0046              0.3500              6.1087              0.0220             75.3834
              0.0046              0.3625              6.1087              0.0220             70.3123
              0.0046              0.3750              6.1087              0.0220             66.5245
              0.0046              0.3875              6.1087              0.0220             63.8303
              0.0046              0.4000              6.1087              0.0220             62.0445
              0.0046              0.4125              6.1087              0.0220             60.9893
              0.0046              0.4250              6.1087              0.0220             60.4966
              0.0046              0.4375              6.1087              0.0220             60.4132
              0.0046              0.4500              6.1087              0.0220             60.6002
              0.0046              0.4625              6.1087              0.0220             60.9375
              0.0046              0.4750              6.1087              0.0220             61.3255
              0.0046              0.4875              6.1087              0.0220             61.6871
              0.0046              0.5000              6.1087              0.0220             61.9688
              0.0046              0.5125              6.1087              0.0220             62.1420
              0.0046              0.5250              6.1087              0.0220             62.2034
              0.0046              0.5375              6.1087              0.0220             62.1748
              0.0046              0.5500              6.1087              0.0220             62.1032
              0.0046              0.5625              6.1087              0.0220             62.0593
              0.0046              0.5750              6.1087              0.0220             62.1364
              0.0046              0.5875              6.1087              0.0220             62.4489
              0.0046              0.6000              6.1087              0.0220             63.1299
              0.0046              0.6125              6.1087              0.0220             64.3276
              0.0046              0.6250              6.1087              0.0220             66.2052
              0.0046              0.6375              6.1087              0.0220             68.9362
              0.0046              0.6500              6.1087              0.0220             72.7017
              0.0046              0.6625              6.1087              0.0220             77.6880
              0.0046              0.6750              6.1087              0.0220             84.0835
              0.0046              0.6875              6.1087              0.0220             92.0748
              0.0046              0.7000              6.1087              0.0220            101.8462
              0.0046              0.7125              6.1087              0.0220            113.5755
              0.0046              0.7250              6.1087              0.0220            127.4324
              0.0047              0.3000              6.1087              0.0220            114.6122
              0.0047              0.3125              6.1087              0.0220            102.5846
              0.0047              0.3250              6.1087              0.0220             92.5866
              0.0047              0.3375              6.1087              0.0220             84.4379
              0.0047              0.3500              6.1087              0.0220             77.9516
              0.0047              0.3625              6.1087              0.0220             72.9380
              0.0047              0.3750              6.1087              0.0220             69.2053
              0.0047              0.3875              6.1087              0.0220             66.5634
              0.0047              0.4000              6.1087              0.0220             64.8267
              0.0047              0.4125              6.1087              0.0220             63.8163
              0.0047              0.4250              6.1087              0.0220             63.3655
              0.0047              0.4375              6.1087              0.0220             63.3190
              0.0047              0.4500              6.1087              0.0220             63.5381
              0.0047              0.4625              6.1087              0.0220             63.9024
              0.0047              0.4750              6.1087              0.0220             64.3121
              0.0047              0.4875              6.1087              0.0220             64.6898
              0.0047              0.5000              6.1087              0.0220             64.9820
              0.0047              0.5125              6.1087              0.0220             65.1599
              0.0047              0.5250              6.1087              0.0220             65.2202
              0.0047              0.5375              6.1087              0.0220             65.1850
              0.0047              0.5500              6.1087              0.0220             65.1013
              0.0047              0.5625              6.1087              0.0220             65.0400
              0.0047              0.5750              6.1087              0.0220             65.0948
              0.0047              0.5875              6.1087              0.0220             65.3802
              0.0047              0.6000              6.1087              0.0220             66.0295
              0.0047              0.6125              6.1087              0.0220             67.1926
              0.0047              0.6250              6.1087              0.0220             69.0316
              0.0047              0.6375              6.1087              0.0220             71.7208
              0.0047              0.6500              6.1087              0.0220             75.4420
              0.0047              0.6625              6.1087              0.0220             80.3816
              0.0047              0.6750              6.1087              0.0220             86.7285
              0.0047              0.6875              6.1087              0.0220             94.6695
              0.0047              0.7000              6.1087              0.0220            104.3890
              0.0047              0.7125              6.1087              0.0220            116.0653
              0.0047              0.7250              6.1087              0.0220            129.8681
              0.0048              0.3000              6.1087              0.0220            116.7517
              0.0048              0.3125              6.1087              0.0220            104.7925
              0.0048              0.3250              6.1087              0.0220             94.8617
              0.0048              0.3375              6.1087              0.0220             86.7787
              0.0048              0.3500              6.1087              0.0220             80.3564
              0.0048              0.3625              6.1087              0.0220             75.4049
              0.0048              0.3750              6.1087              0.0220             71.7319
              0.0048              0.3875              6.1087              0.0220             69.1468
              0.0048              0.4000              6.1087              0.0220             67.4632
              0.0048              0.4125              6.1087              0.0220             66.5033
              0.0048              0.4250              6.1087              0.0220             66.0983
              0.0048              0.4375              6.1087              0.0220             66.0932
              0.0048              0.4500              6.1087              0.0220             66.3488
              0.0048              0.4625              6.1087              0.0220             66.7445
              0.0048              0.4750              6.1087              0.0220             67.1801
              0.0048              0.4875              6.1087              0.0220             67.5781
              0.0048              0.5000              6.1087              0.0220             67.8847
              0.0048              0.5125              6.1087              0.0220             68.0713
              0.0048              0.5250              6.1087              0.0220             68.1345
              0.0048              0.5375              6.1087              0.0220             68.0964
              0.0048              0.5500              6.1087              0.0220             68.0042
              0.0048              0.5625              6.1087              0.0220             67.9291
              0.0048              0.5750              6.1087              0.0220             67.9652
              0.0048              0.5875              6.1087              0.0220             68.2272
              0.0048              0.6000              6.1087              0.0220             68.8488
              0.0048              0.6125              6.1087              0.0220             69.9798
              0.0048              0.6250              6.1087              0.0220             71.7843
              0.0048              0.6375              6.1087              0.0220             74.4355
              0.0048              0.6500              6.1087              0.0220             78.1161
              0.0048              0.6625              6.1087              0.0220             83.0129
              0.0048              0.6750              6.1087              0.0220             89.3148
              0.0048              0.6875              6.1087              0.0220             97.2099
              0.0048              0.7000              6.1087              0.0220            106.8820
              0.0048              0.7125              6.1087              0.0220            118.5097
              0.0048              0.7250              6.1087              0.0220            132.2631
              0.0049              0.3000              6.1087              0.0220            120.0512
              0.0049              0.3125              6.1087              0.0220            108.1815
              0.0049              0.3250              6.1087              0.0220             98.3364
              0.0049              0.3375              6.1087              0.0220             90.3350
              0.0049              0.3500              6.1087              0.0220             83.9910
              0.0049              0.3625              6.1087              0.0220             79.1131
              0.0049              0.3750              6.1087              0.0220             75.5090
              0.0049              0.3875              6.1087              0.0220             72.9879
              0.0049              0.4000              6.1087              0.0220             71.3630
              0.0049              0.4125              6.1087              0.0220             70.4562
              0.0049              0.4250              6.1087              0.0220             70.0984
              0.0049              0.4375              6.1087              0.0220             70.1342
              0.0049              0.4500              6.1087              0.0220             70.4243
              0.0049              0.4625              6.1087              0.0220             70.8477
              0.0049              0.4750              6.1087              0.0220             71.3041
              0.0049              0.4875              6.1087              0.0220             71.7158
              0.0049              0.5000              6.1087              0.0220             72.0290
              0.0049              0.5125              6.1087              0.0220             72.2149
              0.0049              0.5250              6.1087              0.0220             72.2704
              0.0049              0.5375              6.1087              0.0220             72.2176
              0.0049              0.5500              6.1087              0.0220             72.1038
              0.0049              0.5625              6.1087              0.0220             72.0006
              0.0049              0.5750              6.1087              0.0220             72.0022
              0.0049              0.5875              6.1087              0.0220             72.2237
              0.0049              0.6000              6.1087              0.0220             72.7991
              0.0049              0.6125              6.1087              0.0220             73.8787
              0.0049              0.6250              6.1087              0.0220             75.6267
              0.0049              0.6375              6.1087              0.0220             78.2169
              0.0049              0.6500              6.1087              0.0220             81.8323
              0.0049              0.6625              6.1087              0.0220             86.6600
              0.0049              0.6750              6.1087              0.0220             92.8892
              0.0049              0.6875              6.1087              0.0220            100.7084
              0.0049              0.7000              6.1087              0.0220            110.3014
              0.0049              0.7125              6.1087              0.0220            121.8471
              0.0049              0.7250              6.1087              0.0220            135.5157
              0.0010              0.3000              6.2832              0.0220            178.3766
              0.0010              0.3125              6.2832              0.0220            169.0768
              0.0010              0.3250              6.2832              0.0220            161.7022
              0.0010              0.3375              6.2832              0.0220            156.0615
              0.0010              0.3500              6.2832              0.0220            151.9616
              0.0010              0.3625              6.2832              0.0220            149.2056
              0.0010              0.3750              6.2832              0.0220            147.5964
              0.0010              0.3875              6.2832              0.0220            146.9395
              0.0010              0.4000              6.2832              0.0220            147.0458
              0.0010              0.4125              6.2832              0.0220            147.7347
              0.0010              0.4250              6.2832              0.0220            148.8358
              0.0010              0.4375              6.2832              0.0220            150.1933
              0.0010              0.4500              6.2832              0.0220            151.6673
              0.0010              0.4625              6.2832              0.0220            153.1370
              0.0010              0.4750              6.2832              0.0220            154.5019
              0.0010              0.4875              6.2832              0.0220            155.6844
              0.0010              0.5000              6.2832              0.0220            156.6305
              0.0010              0.5125              6.2832              0.0220            157.3110
              0.0010              0.5250              6.2832              0.0220            157.7220
              0.0010              0.5375              6.2832              0.0220            157.8846
              0.0010              0.5500              6.2832              0.0220            157.8445
              0.0010              0.5625              6.2832              0.0220            157.6714
              0.0010              0.5750              6.2832              0.0220            157.4568
              0.0010              0.5875              6.2832              0.0220            157.3130
              0.0010              0.6000              6.2832              0.0220            157.3707
              0.0010              0.6125              6.2832              0.0220            157.7765
              0.0010              0.6250              6.2832              0.0220            158.6903
              0.0010              0.6375              6.2832              0.0220            160.2834
              0.0010              0.6500              6.2832              0.0220            162.7345
              0.0010              0.6625              6.2832              0.0220            166.2278
              0.0010              0.6750              6.2832              0.0220            170.9498
              0.0010              0.6875              6.2832              0.0220            177.0872
              0.0010              0.7000              6.2832              0.0220            184.8238
              0.0010              0.7125              6.2832              0.0220            194.3387
              0.0010              0.7250              6.2832              0.0220            205.8060
              0.0011              0.3000              6.2832              0.0220            153.8328
              0.0011              0.3125              6.2832              0.0220            143.6060
              0.0011              0.3250              6.2832              0.0220            135.3379
              0.0011              0.3375              6.2832              0.0220            128.8413
              0.0011              0.3500              6.2832              0.0220            123.9274
              0.0011              0.3625              6.2832              0.0220            120.4033
              0.0011              0.3750              6.2832              0.0220            118.0762
              0.0011              0.3875              6.2832              0.0220            116.7557
              0.0011              0.4000              6.2832              0.0220            116.2566
              0.0011              0.4125              6.2832              0.0220            116.4019
              0.0011              0.4250              6.2832              0.0220            117.0246
              0.0011              0.4375              6.2832              0.0220            117.9718
              0.0011              0.4500              6.2832              0.0220            119.1063
              0.0011              0.4625              6.2832              0.0220            120.3091
              0.0011              0.4750              6.2832              0.0220            121.4813
              0.0011              0.4875              6.2832              0.0220            122.5459
              0.0011              0.5000              6.2832              0.0220            123.4492
              0.0011              0.5125              6.2832              0.0220            124.1617
              0.0011              0.5250              6.2832              0.0220            124.6783
              0.0011              0.5375              6.2832              0.0220            125.0184
              0.0011              0.5500              6.2832              0.0220            125.2258
              0.0011              0.5625              6.2832              0.0220            125.3673
              0.0011              0.5750              6.2832              0.0220            125.5314
              0.0011              0.5875              6.2832              0.0220            125.8272
              0.0011              0.6000              6.2832              0.0220            126.3816
              0.0011              0.6125              6.2832              0.0220            127.3375
              0.0011              0.6250              6.2832              0.0220            128.8514
              0.0011              0.6375              6.2832              0.0220            131.0900
              0.0011              0.6500              6.2832              0.0220            134.2290
              0.0011              0.6625              6.2832              0.0220            138.4487
              0.0011              0.6750              6.2832              0.0220            143.9325
              0.0011              0.6875              6.2832              0.0220            150.8637
              0.0011              0.7000              6.2832              0.0220            159.4232
              0.0011              0.7125              6.2832              0.0220            169.7874
              0.0011              0.7250              6.2832              0.0220            182.1280
              0.0012              0.3000              6.2832              0.0220            134.1784
              0.0012              0.3125              6.2832              0.0220            123.1815
              0.0012              0.3250              6.2832              0.0220            114.1698
              0.0012              0.3375              6.2832              0.0220            106.9594
              0.0012              0.3500              6.2832              0.0220            101.3649
              0.0012              0.3625              6.2832              0.0220             97.1973
              0.0012              0.3750              6.2832              0.0220             94.2669
              0.0012              0.3875              6.2832              0.0220             92.3870
              0.0012              0.4000              6.2832              0.0220             91.3755
              0.0012              0.4125              6.2832              0.0220             91.0586
              0.0012              0.4250              6.2832              0.0220             91.2720
              0.0012              0.4375              6.2832              0.0220             91.8656
              0.0012              0.4500              6.2832              0.0220             92.7042
              0.0012              0.4625              6.2832              0.0220             93.6708
